shape_id,shape_pt_sequence,shape_dist_traveled,shape_pt_lat,shape_pt_lon
882266,5,,14.644700000000002,121.07500000000002
882266,6,,14.647900000000002,121.07400000000001
882266,7,,14.651100000000001,121.07500000000002
882266,8,,14.6544,121.07400000000001
882266,9,,14.6574,121.07500000000002
882266,10,,14.6576,121.07400000000001
882266,11,,14.658800000000001,121.07300000000001
882266,12,,14.659400000000002,121.07000000000001
882266,13,,14.657500000000002,121.069
882266,14,,14.656100000000002,121.06700000000001
882266,15,,14.655500000000002,121.06500000000001
882266,16,,14.654100000000001,121.06500000000001
882266,17,,14.653900000000002,121.06800000000001
882266,18,,14.653900000000002,121.07000000000001
882266,19,,14.653900000000002,121.07300000000001
882266,20,,14.653900000000002,121.07300000000001
884117,0,,14.723510000000001,121.03924
884117,1,,14.7253,121.03894000000001
884117,2,,14.72605,121.03877000000001
884117,3,,14.72666,121.03859000000001
884117,4,,14.727770000000001,121.03796000000001
884117,5,,14.729360000000002,121.03703000000002
884117,6,,14.731320000000002,121.03595000000001
884117,7,,14.732710000000003,121.03511000000002
884117,8,,14.734370000000002,121.03416000000001
884117,9,,14.735780000000002,121.03342000000002
884117,10,,14.736480000000002,121.03294000000002
884117,11,,14.737450000000003,121.03246000000003
884117,12,,14.738690000000002,121.03175000000003
884117,13,,14.738860000000003,121.03116000000003
884117,14,,14.738950000000003,121.03067000000003
884117,15,,14.739050000000002,121.02989000000002
884117,16,,14.739300000000002,121.02800000000002
884117,17,,14.739400000000002,121.02738000000002
884117,18,,14.740000000000002,121.02593000000002
884117,19,,14.740160000000001,121.02554000000002
884117,20,,14.739040000000001,121.02494000000002
884117,21,,14.73811,121.02408000000001
884117,22,,14.737300000000001,121.02308000000001
884117,23,,14.736870000000001,121.02268000000001
884117,24,,14.736310000000001,121.02244
884117,25,,14.735980000000001,121.02227
884117,26,,14.735380000000001,121.02185
884117,27,,14.735380000000001,121.02185
884221,0,,14.7352,121.022
884221,1,,14.737400000000001,121.02300000000001
884221,2,,14.738900000000001,121.025
884221,3,,14.740200000000002,121.02600000000001
884221,4,,14.739300000000002,121.028
884221,5,,14.739000000000003,121.03
884221,6,,14.738700000000003,121.032
884221,7,,14.736100000000004,121.033
884221,8,,14.734200000000005,121.034
884221,9,,14.732600000000005,121.03500000000001
884221,10,,14.731300000000005,121.03600000000002
884221,11,,14.729300000000004,121.03700000000002
884221,12,,14.727800000000004,121.03800000000003
884221,13,,14.726700000000005,121.03900000000003
884221,14,,14.725300000000004,121.03900000000003
884221,15,,14.723900000000004,121.03800000000003
884221,16,,14.723900000000004,121.03800000000003
884301,0,,14.569930000000001,121.04284000000001
884301,1,,14.56967,121.04205000000002
884301,2,,14.569510000000001,121.04145000000001
884301,3,,14.569560000000001,121.04063000000001
884301,4,,14.57055,121.04054000000001
884301,5,,14.57083,121.04069000000001
884301,6,,14.57097,121.04084000000002
884301,7,,14.57118,121.04148000000002
884301,8,,14.57158,121.04134000000002
884301,9,,14.571280000000002,121.04056000000001
884301,10,,14.571080000000002,121.04035000000002
884301,11,,14.570720000000001,121.04010000000002
884301,12,,14.570500000000001,121.04002000000003
884301,13,,14.56962,121.04001000000002
884301,14,,14.569700000000001,121.03800000000003
884301,15,,14.56971,121.03618000000003
884301,16,,14.569840000000001,121.03533000000003
884301,17,,14.568100000000001,121.03369000000004
884301,18,,14.5707,121.03100000000003
884301,19,,14.57188,121.02969000000003
884301,20,,14.5727,121.02878000000003
884301,21,,14.573509999999999,121.02780000000003
884301,22,,14.57458,121.02808000000003
884301,23,,14.575069999999998,121.02793000000003
884301,24,,14.577269999999999,121.02703000000002
884301,25,,14.578999999999999,121.02800000000002
884301,26,,14.58067,121.02893000000002
884301,27,,14.58127,121.02934000000002
884301,28,,14.58385,121.02787000000002
884301,29,,14.5849,121.02716000000002
884301,30,,14.585469999999999,121.02639000000002
884301,31,,14.585819999999998,121.02598000000002
884301,32,,14.586139999999999,121.02579000000001
884301,33,,14.587909999999999,121.02454000000002
884301,34,,14.588209999999998,121.02423000000002
884301,35,,14.588809999999999,121.02391000000001
884301,36,,14.589649999999999,121.02322000000001
884301,37,,14.59137,121.02525000000001
884301,38,,14.59175,121.02577000000001
884301,39,,14.59216,121.02617000000001
884301,40,,14.59285,121.02651
884301,41,,14.592220000000001,121.02803
884301,42,,14.592170000000001,121.02844
884301,43,,14.592150000000002,121.02888
884301,44,,14.591900000000003,121.02918
884301,45,,14.591900000000003,121.02918
884301,46,,14.591900000000003,121.02918
884301,47,,14.591900000000003,121.02918
884301,48,,14.591900000000003,121.02918
884332,0,,14.5919,121.02918000000001
884332,1,,14.59247,121.02949000000001
884332,2,,14.59182,121.03079000000001
884332,3,,14.591190000000001,121.03225
884332,4,,14.590510000000002,121.03369
884332,5,,14.590060000000001,121.03457
884332,6,,14.58937,121.03524
884332,7,,14.58866,121.03553000000001
884332,8,,14.588000000000001,121.03544000000001
884332,9,,14.586950000000002,121.03527000000001
884332,10,,14.586770000000001,121.03372000000002
884332,11,,14.586570000000002,121.03286000000001
884332,12,,14.586050000000002,121.03191000000001
884332,13,,14.583380000000002,121.03044000000001
884332,14,,14.581270000000002,121.02934000000002
884332,15,,14.580220000000002,121.02868000000002
884332,16,,14.579000000000002,121.02800000000002
884332,17,,14.577270000000002,121.02703000000002
884332,18,,14.575070000000002,121.02793000000003
884332,19,,14.574620000000001,121.02809000000002
884332,20,,14.573440000000002,121.02785000000002
884332,21,,14.572700000000001,121.02877000000001
884332,22,,14.571880000000002,121.02969
884332,23,,14.570700000000002,121.031
884332,24,,14.568100000000003,121.03369
884332,25,,14.569850000000002,121.03534
884332,26,,14.569720000000002,121.03622
884332,27,,14.569680000000002,121.03713
884332,28,,14.569700000000001,121.03800000000001
884332,29,,14.569650000000001,121.03933
884332,30,,14.569540000000002,121.04064000000001
884332,31,,14.569530000000002,121.04155000000002
884332,32,,14.569600000000001,121.04184000000002
884332,33,,14.569880000000001,121.04287000000002
884332,34,,14.569880000000001,121.04287000000002
884332,35,,14.569880000000001,121.04287000000002
884332,36,,14.569880000000001,121.04287000000002
884338,0,,14.652590000000002,120.99491
884338,1,,14.651170000000002,120.99492000000001
884338,2,,14.651270000000002,120.99252000000001
884338,3,,14.651320000000002,120.99031000000001
884338,4,,14.651380000000001,120.98816000000001
884338,5,,14.651440000000001,120.98604
884338,6,,14.65155,120.98381
884338,7,,14.6516,120.983
884338,8,,14.6516,120.982
884338,9,,14.65166,120.98098
884338,10,,14.6517,120.979
884338,11,,14.65176,120.97799
884338,12,,14.651829999999999,120.97661000000001
884338,13,,14.651679999999999,120.97593
884338,14,,14.651399999999999,120.97500000000001
884338,15,,14.65106,120.97361000000001
884338,16,,14.650789999999999,120.97259000000001
884338,17,,14.650789999999999,120.97259000000001
884338,18,,14.650789999999999,120.97259000000001
884341,0,,14.61804,121.00525
884341,1,,14.619990000000001,121.00435
884341,2,,14.62156,121.00593
884341,3,,14.621680000000001,121.00585000000001
884341,4,,14.620190000000001,121.00423
884341,5,,14.62221,121.00329
884341,6,,14.623410000000002,121.00271000000001
884341,7,,14.624800000000002,121.00206000000001
884341,8,,14.626150000000003,121.00139000000001
884341,9,,14.628890000000002,121.00009000000001
884341,10,,14.630210000000002,120.99949000000001
884341,11,,14.631400000000001,120.99892000000001
884341,12,,14.634500000000001,120.99740000000001
884341,13,,14.636130000000001,120.99664000000001
884341,14,,14.637690000000001,120.99586000000001
884341,15,,14.639740000000002,120.99561000000001
884341,16,,14.640970000000001,120.99547000000001
884341,17,,14.640860000000002,120.99481000000002
884341,18,,14.642300000000002,120.99458000000001
884341,19,,14.642300000000002,120.99458000000001
884345,0,,14.6423,120.99458000000001
884345,1,,14.643780000000001,120.99442000000002
884345,2,,14.6438,120.99507000000001
884345,3,,14.64241,120.99526000000002
884345,4,,14.63974,120.99561000000001
884345,5,,14.63769,120.99586000000001
884345,6,,14.63613,120.99664000000001
884345,7,,14.6345,120.99740000000001
884345,8,,14.6314,120.99892000000001
884345,9,,14.63021,120.99949000000001
884345,10,,14.62889,121.00009000000001
884345,11,,14.62615,121.00139000000001
884345,12,,14.6248,121.00206000000001
884345,13,,14.62341,121.00271000000001
884345,14,,14.622209999999999,121.00329
884345,15,,14.62019,121.00423
884345,16,,14.61929,121.00321000000001
884345,17,,14.619169999999999,121.00335000000001
884345,18,,14.620009999999999,121.00433000000001
884345,19,,14.618039999999999,121.00525
884345,20,,14.618039999999999,121.00525
884345,21,,14.618039999999999,121.00525
884357,0,,14.56483,120.99024000000001
884357,1,,14.560870000000001,120.99231000000002
884357,2,,14.560990000000002,120.99267000000002
884357,3,,14.559690000000002,120.99301000000001
884357,4,,14.558750000000002,120.99331000000001
884357,5,,14.557080000000001,120.99365
884357,6,,14.5561,120.994
884357,7,,14.55489,120.99443
884357,8,,14.5543,120.99465
884357,9,,14.55367,120.99481999999999
884357,10,,14.55361,120.99414999999999
884357,11,,14.5533,120.99419999999999
884357,12,,14.55337,120.99477999999999
884357,13,,14.552399999999999,120.99499999999999
884357,14,,14.55079,120.99535999999999
884357,15,,14.54876,120.99579999999999
884357,16,,14.54689,120.99618
884357,17,,14.5461,120.99386
884357,18,,14.5461,120.99386
884357,19,,14.5461,120.99386
884357,20,,14.5461,120.99386
884367,0,,14.546100000000001,120.99386000000001
884367,1,,14.54837,120.99326
884367,2,,14.55041,120.99274000000001
884367,3,,14.552909999999999,120.99206000000001
884367,4,,14.55322,120.99313000000001
884367,5,,14.55334,120.99406
884367,6,,14.55357,120.99404
884367,7,,14.553460000000001,120.99307999999999
884367,8,,14.553180000000001,120.99193
884367,9,,14.55418,120.99166
884367,10,,14.55442,120.99279
884367,11,,14.55498,120.9944
884367,12,,14.556980000000001,120.99368
884367,13,,14.558720000000001,120.99333
884367,14,,14.559690000000002,120.99301
884367,15,,14.561010000000001,120.99267
884367,16,,14.560950000000002,120.99246000000001
884367,17,,14.564290000000002,120.99069000000001
884367,18,,14.564830000000002,120.99024000000001
884367,19,,14.564830000000002,120.99024000000001
884367,20,,14.564830000000002,120.99024000000001
884367,21,,14.564830000000002,120.99024000000001
884369,0,,14.61016,120.97583000000002
884369,1,,14.6082,120.97550000000001
884369,2,,14.60627,120.97486
884369,3,,14.60464,120.97445
884369,4,,14.60268,120.97409
884369,5,,14.60182,120.9739
884369,6,,14.60094,120.97365
884369,7,,14.60073,120.97332
884369,8,,14.60073,120.97332
884369,9,,14.60073,120.97332
884370,0,,14.60073,120.97332000000002
884370,1,,14.59967,120.97403000000001
884370,2,,14.59981,120.97444000000002
884370,3,,14.60095,120.97366000000001
884370,4,,14.60182,120.97389000000001
884370,5,,14.60246,120.97403000000001
884370,6,,14.60467,120.97447000000001
884370,7,,14.60586,120.97477
884370,8,,14.60622,120.97499
884370,9,,14.60821,120.97565
884370,10,,14.610149999999999,120.976
884370,11,,14.610149999999999,120.976
884370,12,,14.610149999999999,120.976
884371,0,,14.61686,120.97608000000001
884371,1,,14.61672,120.97726000000002
884371,2,,14.61542,120.97695000000002
884371,3,,14.61388,120.97655000000002
884371,4,,14.61259,120.97631000000001
884371,5,,14.612390000000001,120.97718000000002
884371,6,,14.612110000000001,120.97803000000002
884371,7,,14.61142,120.97941000000002
884371,8,,14.61095,120.98028000000002
884371,9,,14.611,120.98075000000003
884371,10,,14.61105,120.98137000000003
884371,11,,14.60974,120.98128000000003
884371,12,,14.60876,120.98121000000003
884371,13,,14.607800000000001,120.98111000000003
884371,14,,14.6066,120.98104000000004
884371,15,,14.60521,120.98080000000003
884371,16,,14.603909999999999,120.98055000000004
884371,17,,14.60277,120.98030000000004
884371,18,,14.60116,120.97957000000004
884371,19,,14.600950000000001,120.97981000000004
884371,20,,14.600650000000002,120.98001000000005
884371,21,,14.600840000000002,120.98040000000005
884371,22,,14.600840000000002,120.98040000000005
884371,23,,14.600840000000002,120.98040000000005
884404,0,,14.600840000000002,120.9804
884404,1,,14.601320000000001,120.98024000000001
884404,2,,14.602480000000002,120.98072
884404,3,,14.602630000000001,120.98073000000001
884404,4,,14.602770000000001,120.98030000000001
884404,5,,14.603180000000002,120.97910000000002
884404,6,,14.603760000000001,120.97925000000002
884404,7,,14.604220000000002,120.97945000000003
884404,8,,14.604560000000001,120.97936000000003
884404,9,,14.605450000000001,120.97949000000003
884404,10,,14.606710000000001,120.97968000000003
884404,11,,14.607940000000001,120.97980000000003
884404,12,,14.607890000000001,120.98049000000003
884404,13,,14.608830000000001,120.98057000000003
884404,14,,14.609820000000001,120.98064000000002
884404,15,,14.611,120.98075000000003
884404,16,,14.610930000000002,120.98027000000003
884404,17,,14.611810000000002,120.98010000000004
884404,18,,14.613240000000001,120.98013000000003
884404,19,,14.6133,120.97875000000003
884404,20,,14.61365,120.97751000000004
884404,21,,14.61388,120.97655000000003
884404,22,,14.61421,120.97520000000003
884404,23,,14.615499999999999,120.97571000000003
884404,24,,14.616859999999999,120.97608000000004
884404,25,,14.616859999999999,120.97608000000004
884404,26,,14.616859999999999,120.97608000000004
882062,0,,14.65215,121.03234
882062,1,,14.64723,121.03558000000001
882062,2,,14.64288,121.03843
882062,3,,14.6351,121.04345
882062,4,,14.632909999999999,121.04491
882062,5,,14.62638,121.04791
882062,6,,14.619439999999999,121.05108
882062,7,,14.607399999999998,121.05669
882062,8,,14.602319999999999,121.05901
882062,9,,14.601019999999998,121.05947
882062,10,,14.599659999999998,121.05973
882062,11,,14.598329999999999,121.05978
882062,12,,14.597529999999999,121.05972
882062,13,,14.59653,121.05954
882062,14,,14.59558,121.05908
882062,15,,14.59179,121.05784999999999
882062,16,,14.590639999999999,121.05748999999999
882062,17,,14.589489999999998,121.05726999999999
882062,18,,14.587869999999997,121.05675
882062,19,,14.584529999999997,121.0556
882062,20,,14.583969999999997,121.05539
882062,21,,14.583489999999998,121.05512
882062,22,,14.582119999999998,121.05425
882062,23,,14.580989999999998,121.05345
882062,24,,14.578819999999999,121.05193
882062,25,,14.573209999999998,121.04775
882062,26,,14.572039999999998,121.04706999999999
882062,27,,14.571409999999998,121.04682999999999
882062,28,,14.568919999999999,121.04610999999998
882062,29,,14.56651,121.04541999999998
882062,30,,14.56504,121.04501999999998
882062,31,,14.56346,121.04437999999998
882062,32,,14.56252,121.04378999999997
882062,33,,14.560979999999999,121.04217999999997
882062,34,,14.554099999999998,121.03399999999998
882062,35,,14.549159999999999,121.02804999999998
882062,36,,14.545699999999998,121.02399999999997
882062,37,,14.542289999999998,121.01986999999997
882062,38,,14.541169999999997,121.01820999999997
882062,39,,14.540519999999997,121.01711999999996
882062,40,,14.539669999999997,121.01506999999997
882062,41,,14.539319999999998,121.01391999999997
882062,42,,14.538979999999999,121.01207999999997
882062,43,,14.538579999999998,121.00924999999997
882062,44,,14.538079999999997,121.00519999999996
882062,45,,14.537589999999998,121.00143999999996
882062,46,,14.537599999999998,121.00099999999996
882062,47,,14.537599999999998,121.00099999999996
882062,48,,14.537599999999998,121.00099999999996
882062,49,,14.537599999999998,121.00099999999996
882062,50,,14.537599999999998,121.00099999999996
882062,51,,14.537599999999998,121.00099999999996
881953,0,,14.611300000000002,120.97312000000001
881953,1,,14.617050000000003,120.97428000000001
881953,2,,14.621680000000003,120.97492000000001
881953,3,,14.622270000000004,120.97547000000002
881953,4,,14.622680000000004,120.97590000000001
881953,5,,14.623030000000004,120.97655
881953,6,,14.623200000000004,120.97734
881953,7,,14.623190000000005,120.97804
881953,8,,14.622570000000005,120.98459999999999
881953,9,,14.622380000000005,120.98651999999998
881953,10,,14.622220000000006,120.98697999999999
881953,11,,14.622050000000005,120.98734999999999
881953,12,,14.621770000000005,120.98773999999999
881953,13,,14.616420000000005,120.99287999999999
881953,14,,14.614400000000005,120.99482999999998
881953,15,,14.612420000000006,120.99666999999998
881953,16,,14.605850000000006,121.00300999999997
881953,17,,14.604270000000005,121.00456999999997
881953,18,,14.603570000000005,121.00559999999997
881953,19,,14.603270000000006,121.00627999999998
881953,20,,14.602800000000006,121.00775999999998
881953,21,,14.602550000000006,121.00824999999998
881953,22,,14.600640000000006,121.01027999999998
881953,23,,14.598530000000006,121.01266999999999
881953,24,,14.597920000000006,121.01315999999998
881953,25,,14.597640000000006,121.01328999999998
881953,26,,14.597340000000006,121.01335999999998
881953,27,,14.597060000000006,121.01339999999998
881953,28,,14.596790000000006,121.01335999999998
881953,29,,14.596410000000006,121.01327999999998
881953,30,,14.595730000000007,121.01303999999998
881953,31,,14.595190000000006,121.01271999999997
881953,32,,14.593800000000005,121.01164999999997
881953,33,,14.592460000000004,121.01051999999997
881953,34,,14.590740000000004,121.00908999999997
881953,35,,14.583940000000004,121.00337999999998
881953,36,,14.579030000000003,120.99916999999998
881953,37,,14.578740000000003,120.99888999999997
881953,38,,14.578300000000004,120.99854999999998
881953,39,,14.577850000000003,120.99826999999998
881953,40,,14.577480000000003,120.99811999999997
881953,41,,14.577020000000003,120.99804999999998
881953,42,,14.576570000000002,120.99799999999998
881953,43,,14.576240000000002,120.99800999999998
881953,44,,14.575980000000001,120.99807999999997
881953,45,,14.572880000000001,120.99970999999998
881953,46,,14.566900000000002,121.00293999999998
881953,47,,14.562190000000003,121.00548999999998
881953,48,,14.557370000000002,121.00802999999998
881953,49,,14.550860000000002,121.01152999999998
881953,50,,14.540720000000002,121.01696999999997
881953,51,,14.523560000000002,121.02627999999997
881953,52,,14.519200000000001,121.02859999999997
881953,53,,14.514960000000002,121.03094999999998
881953,54,,14.506340000000002,121.03554999999997
881953,55,,14.496970000000001,121.04062999999998
881953,56,,14.493900000000002,121.04236999999998
881953,57,,14.490960000000001,121.04396999999997
881953,58,,14.48759,121.04570999999997
881953,59,,14.486460000000001,121.04642999999997
881953,60,,14.48451,121.04727999999997
881953,61,,14.48235,121.04850999999998
881953,62,,14.478720000000001,121.05023999999997
881953,63,,14.47694,121.05077999999997
881953,64,,14.476550000000001,121.05085999999997
881953,65,,14.476200000000002,121.05089999999997
881953,66,,14.470790000000003,121.05080999999997
881953,67,,14.469900000000003,121.05088999999997
881953,68,,14.468220000000002,121.05147999999997
881953,69,,14.466600000000001,121.05210999999997
881953,70,,14.46596,121.05226999999996
881953,71,,14.464960000000001,121.05235999999996
881953,72,,14.452380000000002,121.05093999999997
881953,73,,14.437560000000001,121.04923999999997
881953,74,,14.432020000000001,121.04871999999997
881953,75,,14.427480000000001,121.04806999999998
881953,76,,14.42589,121.04780999999998
881953,77,,14.424760000000001,121.04773999999999
881953,78,,14.42079,121.04768999999999
881953,79,,14.41684,121.04769999999999
881953,80,,14.38925,121.04760999999999
881953,81,,14.380840000000001,121.04753
881953,82,,14.378120000000001,121.04755
881953,83,,14.376560000000001,121.04755
881953,84,,14.375200000000001,121.04788
881953,85,,14.368820000000001,121.05138000000001
881953,86,,14.365390000000001,121.05325
881953,87,,14.364570000000002,121.05380000000001
881953,88,,14.357640000000002,121.05749000000002
881953,89,,14.349280000000002,121.06214000000001
881953,90,,14.348060000000002,121.06277000000001
881953,91,,14.346900000000002,121.06351000000001
881953,92,,14.336530000000002,121.07525000000001
881953,93,,14.335340000000002,121.07664000000001
881953,94,,14.331010000000003,121.08146
881953,95,,14.331010000000003,121.08146
881953,96,,14.331010000000003,121.08146
881953,97,,14.331010000000003,121.08146
882086,0,,14.61161,120.97323000000002
882086,1,,14.613610000000001,120.97370000000002
882086,2,,14.616620000000001,120.97415000000002
882086,3,,14.62157,120.97490000000002
882086,4,,14.62173,120.97495000000002
882086,5,,14.62186,120.97507000000002
882086,6,,14.62234,120.97549000000002
882086,7,,14.62276,120.97594000000002
882086,8,,14.62299,120.97642000000002
882086,9,,14.62314,120.97693000000002
882086,10,,14.623209999999998,120.97743000000003
882086,11,,14.62319,120.97802000000003
882086,12,,14.62285,120.98154000000002
882086,13,,14.62263,120.98386000000002
882086,14,,14.622549999999999,120.98464000000003
882086,15,,14.622539999999999,120.98490000000002
882086,16,,14.622499999999999,120.98554000000003
882086,17,,14.622539999999999,120.98507000000002
882086,18,,14.62233,120.98666000000001
882086,19,,14.62206,120.98732000000001
882086,20,,14.62171,120.98785000000001
882086,21,,14.62012,120.98935
882086,22,,14.6164,120.99291
882086,23,,14.61453,120.99474
882086,24,,14.61319,120.99596
882086,25,,14.61247,120.99669999999999
882086,26,,14.61075,120.99825999999999
882086,27,,14.60933,120.99964999999999
882086,28,,14.60634,121.00253
882086,29,,14.60474,121.00415
882086,30,,14.60417,121.00469
882086,31,,14.60354,121.00564
882086,32,,14.60318,121.00654
882086,33,,14.60286,121.00757
882086,34,,14.60254,121.00821
882086,35,,14.60175,121.00913
882086,36,,14.60065,121.01032
882086,37,,14.59955,121.01154
882086,38,,14.598740000000001,121.01249
882086,39,,14.598040000000001,121.01312
882086,40,,14.597480000000001,121.01335
882086,41,,14.59673,121.0134
882086,42,,14.59594,121.01310000000001
882086,43,,14.59509,121.01267000000001
882086,44,,14.59079,121.00908000000001
882086,45,,14.58412,121.00357000000001
882086,46,,14.58169,121.00149
882086,47,,14.579,120.99900000000001
882086,48,,14.57806,120.99844000000002
882086,49,,14.5774,120.99808000000002
882086,50,,14.576830000000001,120.99801000000002
882086,51,,14.57609,120.99805000000002
882086,52,,14.57281,120.99971000000002
882086,53,,14.5669,121.00300000000003
882086,54,,14.557400000000001,121.00800000000002
882086,55,,14.5509,121.01200000000003
